cleaned_name,cluster
Начальник отдела по управлению муниципальным имуществом земельными правоотношениями,1396.0
Специалист отдела социального обеспечения,65.0
Начальник отдела бухгалтерского учета отчетности учреждений культуры,1070.0
Ведущий специалист отдела бухгалтерского учета отчетности органов местного самоуправления,629.0
Уборщик служебных помещений цбу,1054.0
Ведущий специалист расчетного сектора,949.0
Ведущий специалист отдела закупок,1658.0
Ведущий специалист учетного сектора,833.0
Ведущий специалист планово-экономического сектора,635.0
Заместитель директора по бухгалтерскому учету отчетности учреждений культуры,747.0
Начальник отдела бухгалтерского учета отчетности органов местного самоуправления,629.0
Главный специалист учетного сектора,833.0
Начальник отдела бухгалтерского учета отчетности учреждений образования,1070.0
Заместитель директора по бухгалтерскому учету отчетности учреждений образования,747.0
Главный специалист планово-экономического сектора,635.0
Главный специалист расчетного сектора,949.0
Главный специалист отдела закупок,1658.0
Заведующая рмк,1026.0
Заведующая художественной частью,1028.0
Заведующий автоклубом,13.0
Заведующий отделом краеведения,1636.0
Заведующий ниженским,13.0
Заведующий петровским,
Заведующий краснополянским,13.0
Заведующий липовским,13.0
Заведующий покровским,13.0
Заведующий удеревским,13.0
Заведующий нижнеольховатским,13.0
Заведующий стакановским,13.0
Заведующий толстоколодезским,13.0
Художественный руководитель стакановского,
Художественный руководитель нижнеольховатского,
Художественный руководитель исаковского,
Художественный руководитель липовского,
Заведующий новосавинским,13.0
Заведующий старосавинским,13.0
Заведующий михайловским,13.0
Художественный руководитель петровского,
Заведующий ефремовским,13.0
Художественный руководитель михайловского,
Заведующий русановским,13.0
Заведующий никитским,13.0
Художественный руководитель ниженского,
Заведующий исаковским,13.0
Председатель контрольно-счетного органа-ревизионной комиссии курской области,523.0
Тренер -преподаватель,301.0
Технический служащий,1290.0
Оператор газового оборудования,1191.0
Техническая служащая,1424.0
Инженер-проектировщик,720.0
Архитектор,624.0
Руководитель группы,1269.0
Инженер-конструктор,942.0
Главный инженер проекта,952.0
Заместитель главный бухгалтера,1679.0
Заместитель директора по пр-ву,37.0
Ведущий архитектор,624.0
1-й заместитель директора-главный инженер,342.0
Ведущий инженер-конструктор,942.0
Главный конструктор института,706.0
Инженер-лаборант 2к,
Геодезист,1308.0
Начальник хозотдела,19.0
Гидрогеолог,1526.0
Руководитель мастерской,
Юрисконсульт ег,542.0
Геолог,1510.0
Уборщица служ помещений,654.0
Оператор коп-множ техники,70.0
Главный архитектор,624.0
Машинист бур установок,517.0
Директор института,24.0
Трудовое соглашение,388.0
Специалисты,247.0
Рабочий 3р,451.0
Ведущий специалист по го чс,
Техник-геодезист,1308.0
Заведующий научно-техн библиотекой,1296.0
Главный конструктор,706.0
Инженер-проектировщик ег,720.0
Начальник иссл лаборатории,336.0
Ведущий инженер-конструтор,319.0
Заместитель директора по арх,935.0
Инженер по информ безопасности,1694.0
Заместитель директора по арх-главный арх инст,935.0
Начальник отдела администрации курской области,
Рабочий по договору,388.0
Разнорабочий,451.0
Главный специалист-эксперт-главный бухгалтер,176.0
Начальник финансового отдела,1695.0
Врач-хирург хирургичекого отделения,
Заведующий хирургическим отделением врач хирург,64.0
Дезенфектор,847.0
Медицеская сестра по функциональной диагностике,72.0
Медицинская сестра тубкабинета,620.0
Заведующий фельдшерско-акушерский пункт акушерка,574.0
Врач-хирург поликлиники,99.0
Медицинкая сестра по паллиативной медицинской помощи,835.0
Оператор электронно-вычислительных машин вм,1635.0
Оператор службы медицинских газов,533.0
Акушерка родильного отделения,631.0
Медицинская сестра врача-психиатра,1327.0
Акушерка акушерского отделения,631.0
Врач приемного отделения врач -терапевт,261.0
Заведующий акушерским отделением,1636.0
Заведующий кдл врач лаборант,8.0
Инженер-механик,256.0
Медбрат палатный,1533.0
Заведующий амбулаторно-поликлиничеким отделением,1478.0
Водитель отделения помощи,1325.0
Инструктор по тренажерному залу,1497.0
Инструктор по бильярду,33.0
Мастер,40.0
Заведующая организационно-методическим отделом,
Руководитель духового оркестра,1706.0
Режисс массовых мероприятий,768.0
Тех служащая,481.0
Замдиректора,1014.0
Пед организатор,280.0
Электромеханик,522.0
Заместителя главы администрации,1485.0
Начальник отдела учета учреждениях образования,1110.0
Начальник отдела учета учреждениях культуры,1110.0
Начальник отдела учета омсу,767.0
Юрист-консульт,467.0
Заведующий спорткомплексом,13.0
Заместитель директора по спорт -массовым мероприятиям административно-хозяйственной части,1009.0
Заведующая методико-библиографическим отделом,1043.0
Библиотекарь-комплектатор,
Эксперт по комплектованию библиотечного фонда,1566.0
Заведующий отделом библиотеки,1636.0
Главный специалист по охране труда,374.0
Методист по работе любительскими объединениями коллективами,334.0
Дирижер оркестра народных инструментов,1243.0
Методист по героико-патриотическому воспитанию,57.0
Заместитель директора по административно-хозяйственной деятельности,1628.0
Руковолитель музыкальной части дискотеки,
Главный специалист по кадрам,187.0
Аккомпаниатор оркестра народных инструментов,1243.0
Столяр по изготовлению театральных декораций,969.0
Преподаватель высшей квалификационной категории,933.0
Преподаватель без квалификационной категории,933.0
Концертмейстер высшей квалификационной категории,419.0
Концертмейстер без квалификационной категории,100.0
Преподаватель квалификационной категории,933.0
Концертмейстер квалификационной категории,100.0
Учитель иностранный язык,
Лаборант физики,1233.0
Лаборант химии,707.0
Учитель русский язык литература,
Учитель обществознания,973.0
Заведующая сельской библиотекой,
Заведующая чит залом,393.0
Руководитель по вокалу,1268.0
Рабочий по стадиону,451.0
Начальник отдела хозяйственного обслуживания,639.0
Заместитель руководителя начальник еддс,180.0
Уборщиик производственных служебных помещений,1371.0
Старшый вожатый,572.0
Учитель рисования черчения,1569.0
Учитель трудового обучения,39.0
Заместитель главы поселка золотухино,1656.0
Глава поселка золотухино,380.0
Заместитель главы администрации поселка золотухино,1656.0
Начальник отдела администрации поселка золотухино,1416.0
Заместитель главы поселка- главный бухгалтер,1656.0
Программист осн,104.0
Заместитель руководителя-начальник еддс,180.0
Начальник отдела строительства архитектуры жкх,258.0
Консультант по мобилизационной подготовке,75.0
Главный специалист-эксперт-секретарь комиссии,1242.0
Главный специалист-эксперт по животноводству,264.0
Консультант по вопросам жкх охраны окружающей среды,839.0
Главный специалист эксперт по торговле защите прав потребителей контрактный управляющий,397.0
Консультант-по вопросам внутреннего контроля,1690.0
Специалист по работе обращениями граждан-секретарь приемной,1242.0
Ведущий специалист-эксперт по бухгалтерскому учету,450.0
Ведущий специалист-эксперт-секретарь комиссии,1242.0
Консультант-главный бухгалтер,642.0
Главный специалист-эксперт по учету отчетности,1640.0
Консультант по вопросам строительства архитектуры жкх,1615.0
Рабочий по текущему ремонту,1633.0
Рабочий по кухни,341.0
Бухгалтер по начислению выплаты компенсации части родительской платы за присмотр уход за детьми,455.0
Кочегары,412.0
Рабочий по компл обслуж рем зданий,1363.0
Глава черновецкого сельсовеа,
Заместитель главы черновецкого,76.0
Машинист по отоплению,69.0
Воспитатель по сопровождению,43.0
Слесарь-сантехник по обслуживанию очистных сооружений,885.0
Воспитатель по внеклассной работе детьми,1219.0
Руководитель центра,
Охранник,980.0
Заведующая информационным центром,934.0
Начальник отдела аппарата представительного собрания,189.0
Методист по туристско-краеведческой работе,843.0
Методист по учебно-воспитательной работе,181.0
Методист по туризму спорту,57.0
Методист мцо,57.0
Главный специалист-эксперт упарвления образования,107.0
Заместитель начальника управления- начальник отдела бюджетного учета,183.0
Консультант отдела бюджетного учета отчетности,133.0
Главный специалист- эксперт отдела бюджетного учета отчетности администрация,133.0
Начальник отдела бюджетного учета отчетности-главный бухгалтер,133.0
Главный специалист эксперт по информационному обеспечению,1629.0
Ведущий специалист эксперт по проблемам семьи материнства детства,450.0
Ведущий специалист- эксперт по делам пожилых граждан инвалидов,675.0
Ведущий специалист эксперт по учету отчетности выплате пособий компенсаций,
Главный специалист- эксперт по делам пожилых граждан инвалидов,675.0
Главный специалист по реализации целевых программ животноводстве,671.0
Помощник оперативного дежурного-оператор,1652.0
Главный специалист по капитальному строительству жкх,211.0
Главный специалист по информационному обеспечению,1629.0
Главный специалист по кадрам делопроизводству,1638.0
Гордеробщик,1304.0
Исполняющий обязанности-начальника управление образования,209.0
Консультант по учебно-воспитательной работе,181.0
Оператор газового отопления,1191.0
Тех сотрудник,481.0
Методист по учебным фондам,1687.0
Пионерважатая,756.0
Рабочий по столовой,1361.0
Специаласт по ведению воинского учета,
Глава первоавустовского сельсовета,14.0
Глава новопершинского сельсовета,14.0
Начальник бюджетного отдела отчетности,
Глава старогородского сельсовета,14.0
Заместитетель главы администрации,
Глава поповкинского сельсовета,14.0
Начальник отдела бухучета отчетности,1653.0
Глава муниципального образования почепской,800.0
Техсотрудник,1290.0
Рабочий по обслуживанию,41.0
Старшый воспитатель,43.0
Рабочий по ремонту обслуживанию зданий сооружений,1633.0
Инженер компьютерной техники,1241.0
Костелянша,503.0
Начальник управления экономики,214.0
Начальник отдела по муниципальным заказам услугам информационно- коммуникационным технологиям,472.0
Начальник отдела организационной работы органами мест самоуправления,1539.0
1-й заместитель главы администрации,
Ведущий специалист -эксперт по труду,814.0
Начальник отдела делопроизводства кадровой работы,1631.0
Главный специалист-эксперт архитектуры градостроительства жкх,733.0
Главный специалист-эксперт по имущественным земельным правоотношениям,795.0
Начальник отдела экономики труда,1378.0
Начальникотдела по вопросам реализ целев программ,1537.0
Начальник отдела аграрной политики,501.0
Главный специалист -эксперт по мобилизационной подготовке,75.0
Ведущий специалист- эксперт секретарь административной комиссии,83.0
Главный специалист-эксперт по муниципальным услугам информационно- комуникационным технологиям,472.0
Главный специалист -эксперт по молодежной политике,1423.0
Ведущий специалист-эксперт бухгалтер отдела по опеке попечительству,91.0
Главный специалист-эксперт ответственный секретарь по делам несовершеннолетних,415.0
Ведущий специалист-эксперт по физической культуре спорту,552.0
Начальник отдела архитектуры градостроительства жкх,86.0
Главный специалист-эксперт отдела опеки паопечительства,1613.0
Ведущий специалист-эксперт по оргработе органами местного самоуправления,450.0
Ведущий специалист-эксперт по имущественным земельным правоотношениям,795.0
Главный специалист эксперт по имущественным земельным правоотношениям,795.0
Ведущий специалист-эксперт по правовым вопросам муниципальным услугам,1681.0
Начальник отдела промышленности строительства жкх,1189.0
Ведущий специалист-эксперт по муниципальным услугам информационно-коммуникационным технологиям,472.0
Главный специалист -эксперт по расчетам,295.0
Ведущий специалист-эксперт по земельным правоотношениям,795.0
Специалист отдела опеки попечительства,78.0
Начальник отдела оргработы органами мест сам,1539.0
Главный специалист -эксперт по реализации целевых программ животн,671.0
Главный специалист-эксперт по внутреннему муниципальному фин контролю,1661.0
Главный специалист-эксперт по экономике информационному обеспечению,1629.0
Заместитель учебно-воспитательной работе,181.0
Инженер по технике безопастности,538.0
Заместитель по вр,1020.0
Ответственный за безопасность дорожного движения,750.0
Оператор газовой кательной,1347.0
Бухгалтер кассир,612.0
Рабочий по компьтеру,451.0
Помошнк воспитателя,294.0
Доцент,1598.0
Профессор,139.0
Заведующий терапевтическим кабинетом,128.0
Ведущий специалист по го,
Заместитель начальника управления по заочной форме обучения,1113.0
Директор столовой,587.0
Специалист по умр,1131.0
Заместитель начальника управления по очной форме обучения,1113.0
Заведующий кафедрой доцент,860.0
Ректор,81.0
Проректор по научной воспитательной работе,1284.0
Главный аналитик,353.0
Проректор по учебно-методическому обеспечению,1299.0
Помощник ректора,146.0
Проректор по стратегическому развитию административно-хозяйственной работе,
Проректор по финансово-экономической деятельности начальник планово-экономического догов отдела,1699.0
Заведующий кафедрой,860.0
Специалист по икт,1288.0
Глава города дмитриева,275.0
Заместитель начальника отдела по правовым общим вопросам,1397.0
Начальник отдела по правовым общим вопросам,1397.0
Заместитель главы города,632.0
Усп,1691.0
Заведующий хозяйсйством,13.0
Машинист по стирки ремонту специалист одежды белья,978.0
Рабочий по компл обсл рем зданий,1363.0
Заместитель начальника отдела по вопросам го чс,1648.0
Главный специалист-эксперт управления строительства архитектуры жкх земельных имущественных правоотношений охраны окружающей среды транспорта связ,149.0
Главный специалист-эксперт отдела организационной кадровой правовой работы,1411.0
Главный специалист-эксперт юридического отдела,226.0
Глава горшеченского района,
Управляющий делами-начальник отдела организационной кадровой правовой работы,1411.0
Начальник отдела земельных имущественных правоотношенийи охраны окружающей среды управления строительства архитектуры жкх земельных имущественных,149.0
Начальник управления строительства архитектуры жкх земельных имущественных правоотношений охраны окружающей среды транспорта связ,149.0
Главный специалист-эксперт по работе территориями сельских поселений,1019.0
Главный специалист-эксперт сфере трудовых отношений,724.0
Начальникотдела по защите государственной тайны мобилизационной подготовке,179.0
Главный специалист-эксперт отдела аграрной политики,501.0
Отлов содержание безнадзорных животных,763.0
Заместитель начальника управления строительства архитектуры жкх земельных имущественных правоотношений охраны окружающей среды транспорта связ,149.0
Главный специалист-эксперт-ответственный секретарь комиссии по делам несовершеннолетних,415.0
Специалист по информационной технологиям защите информации отдела организационной кадровой правовой работы,971.0
Главный специалист-эксперт отдела земельных имущественных правоотношений охраны окружающей среды управления строительства архитектуры жкх земельных,149.0
Главный специалист-эксперт по осуществлению внутреннего муниципального финансового контроля,1690.0
Заведующая горшеченской,
Заведующая сосновским,
Заведующая никольским,
Заведующая болотским,
Заведующая удобенским филиалом,
Заведующая новомеловским,
Заведующая старороговским,
Заведующая ясеновским,
Заведующая солдатской,
Заведующая быковским,
Заведующая ключеским,
Заведующая белгородским,
Кочегар белгородского,412.0
Заведующая среднедороженским,
Заведующая богатыревским,
Заведующая кулевским,
Заведующая барановским,
Заведующая среднеапоченским,
Заведующая знаменским,
Заведующая немчиновским,
Кочегар сосновского,412.0
Заведующая ржавецким,1137.0
Системный администратор моц,1075.0
Воспитатель 1к,726.0
Рабочий по стирке ремонту,1657.0
Заместитель заведующего по административно-хозяйственной части,1201.0
Рабочий по компл обслуживанию,1270.0
Кух рабочий,553.0
Ответственный за техническое состояние безопасную эксплуатацию транспортных средств,1492.0
Кух работник,553.0
Преподаватель художественного отделения,248.0
Преподаватель по классу,1634.0
Преподаватель по классу баяна,1634.0
Преподаватель отделения дпт,248.0
Преподаватель по хореографии,490.0
Преподаватель музыкально-теоритеческих дисциплин,789.0
Преподаватель теоритических дисциплин,789.0
Преподаватель фольклорного отделения,248.0
Преподаватель по классу домра,1634.0
Преподаватель по классу трубы,1634.0
Консультант отдел образования администрации щигры,1501.0
Специалист ответственный за обеспечение безопасности дорожного движения,750.0
Контролер технического состояния транспортных средств,1669.0
Советник директора по воспитанию взаимодействия доо,1307.0
Преподаватель-организатор,694.0
Руководитель точка роста,761.0
Водитель легкового тс,
Учитель точка роста,761.0
Старшая сестра,184.0
Главный библиотекарь гор биб,781.0
Библиотекарь филиала,832.0
Учитель 5- классы,
Учитель 1- классы,
Учитель мбоу сош щигры курской области,967.0
Диспетчер образовательного процесса,1607.0
Заместитель директора учебно-воспитательной работе,124.0
Заместитель директора икт,1701.0
Учитель 10- классы,
Заместитель директора вр,
Лаборант по обслуживанию компьютеров,1686.0
Руководитель ансамбля ударных инструментов,
Руководитель кукольного кружка,
Балетмейстер народного танца,606.0
Руководитель коллектива эстрадной песни,1313.0
Балетмейстер эстрадного танца,606.0
Дирижер коллектива эстрадной песни,1313.0
Руководитель кружка прикладного искусства,777.0
Руководитель фольклорного кружка,
Педагог до кат,1093.0
Заместитель директора административно-хозяйственной части,1628.0
Руководитель структурного подразделения,1051.0
Заместитель начальника-главный бухгалтер,1679.0
Контролер по билетам,1105.0
Руководитель центра тестирования,465.0
Заместитель директора по административно хозяйственной работе,1628.0
Руководитель муниципального опорного центра,962.0
Методист кв категория,1346.0
Заведующая доу,1414.0
Учитель логопед доу,54.0
Воспитатель доу,1414.0
Методист по областям знаний,57.0
Исполняющая обязанности директора,1415.0
Диспечер,961.0
Специалист отдела образования,1688.0
Методист по уч дис,1154.0
Методист по дош дис,1154.0
Старший диспетчер-заместитель начальника еддс,340.0
Слесарь-сантехник по ремонту электрооборудования,722.0
Заместитель директора-начальник отдела муниципальных закупок,652.0
Специалист отдела муниципальных закупок,652.0
Руководитель центра гто,
Советник директора по воспитанию взаимодейтвию детскими общественными объединеними,1632.0
Заведующий горшеченским сдк,
Заведующий богатыревским цсдк,
Художественный руководитель среднеапоченким сдк,
Заведующий новомелавским сдк,13.0
Заведующий никольским сдк,
Художественный руководитель солдатского сдк,
Заведующая отделом районного методического центра,468.0
Художественный руководитель горшеченским сдк,
Заведующий солдатским сдк,13.0
Заведующий болотским сдк,
Методист по декоративно-прикладному искусству,1541.0
Методист по культурно-массовой работе,1702.0
Дирижер виа,550.0
Художественный руководитель ясеновским сдк,10.0
Заведующий ясеновским сдк,
Заведующий среднеапоченким сдк,
Заведующий знаменским сдк,
Художественный руководитель быковским цсдк,
Заведующий березовским сельским клубом,13.0
Заведующий среднедороженским сдк,
Заведующий старороговским сдк,
Заведующий удобенский сдк,13.0
Заведующий быковским цсдк,
Методист досуга молодежи,1291.0
Заведующий сосновским сдк,
Заведующий ключевским сдк,13.0
Художественный руководитель сосновского сдк,
Заведующий ржавецким домом досуга,1137.0
Заведующий немчиновским,
Художественный руководитель болотским сдк,
Начальник отдела кинообслуживания,182.0
Начальник отдела материально-технического обслуживания,1693.0
Заместитель главы администрации -начальник управления финансов,1664.0
Заместитель начальника управления-начальник отдела планирования исполнения бюджета,677.0
Главный специалист-эксперт отдела планирования исполнения бюджета,677.0
Главный специалист-эксперт отдела бюджетного учета отчетности,133.0
Специалист вус,417.0
Работник по выполнению переданных полномочий,711.0
Заместитель начальника отдела муниципальных услуг делопроизводства,
Заместитель начальника отдела по вопросам благоустройства жилищно коммунального хозяйства,382.0
Спасатель на пляж,470.0
Специалист по упорядочиванию оформлению архивных документов администрации поселка пристень,1456.0
Коммендант общежития,1156.0
Смотритель кладбища,449.0
Тракторист-экскаваторщик,1373.0
Рабочий по обслуживанию детских площадок,41.0
Специалист по благоустройству озеленению,1302.0
Слесарь по ремонту техники,1697.0
Начальник отдела по вопросам культуры молодежи физической культуры спорта администрации,1655.0
Главный специалист-эксперт отдела по вопросам культуры молодежи физической культуры спорта администрации,1655.0
Воспитатель 2к,
Руководитель кружков,25.0
Воспитатели,43.0
Оператор котельни,70.0
Рабочий по ремонту зданий,1633.0
Заместитель начальника управления по бюджету налогам,1315.0
Консультант отдела финансов финансового контроля,1502.0
Консультант отдела экономики,1139.0
Консультант по труду управления по бюджету налогам администрации курской области,813.0
Консультант отдела финансов контроля,1502.0
Заместитель начальника отдела финансов контроля,1664.0
Заместитель начальника отдела экономики,
Начальник отдела экономики,1378.0
Начальник управления по бюджету налогам адинистрации,1315.0
Консультант отдела финансов контроля управление по бюджету налогам админист,1502.0
Главный специалист-эксперт по труду управления по бюджету налогам администрации курской области,813.0
Начальник отдела финансов контроля,1664.0
Главный специалист документовед,535.0
Электромонтажник-наладчик,950.0
Рабочий по обслуживанию бани,1331.0
Инструктор по физической культуре по доу,1675.0
Педагог дополнительного образования доу,1642.0
Оператор кательной,1347.0
Водитель газели,62.0
Заместитель директора вмр,37.0
Заместитель директроа учебно-воспитательной работе,181.0
Педагог на дому,
Качегар,412.0
Учитель деффектолог,39.0
Профильный труд,888.0
Коррекц занятия,229.0
Изо профильный труд,888.0
Ритмика,797.0
Рабочий по обслуживанию котельной,41.0
Заведующий филиалом детской библиотеки,
Заведующий сельской библиотекой-филиалом,
Заведующий организационно-методическим отделом,
Старший вожатый соответ занимаемой должности,435.0
Советник директора по воспитатанию,1065.0
Воспитатель - квалификационная категория,43.0
Воспитатель -без квалификационной категории,933.0
Лаборант икт,1288.0
Начальник отдела бухгалтерской отчетности,1640.0
Заместитель начальника управления финансов начальник отдела бюджетного планирования,810.0
Заместитель главы-начальник управления финансов администрации курской области,1695.0
Глава борковского сельсовета,14.0
Учитель 5- кл,
Учитель 1- кл,
Ведущий бухгалтер по учету расчетов по оплате труда,1116.0
Ведущий бухгалтер по учету мат запасов,96.0
Начальник отдела по учету нфа расчетов поставщиками подрядчиками,845.0
Ведущий бухгалтер по расчетам пост подр,1251.0
Ведущий бухгалтер по учету нфа,96.0
Начальник отдела по учету расчетов по оплате труда,1116.0
Ведущий бухгалтер по учету род платы мер соц поддержки,96.0
Специалист отдела закупок,1658.0
Начальник отдела учета культуры,767.0
Глава пореченского сельсовета,14.0
Ассистент режиссера,1013.0
Заведующий фалиалом,13.0
Заведующий информационным отделом,934.0
Заведующий отделом по техсредствам,1636.0
Заведующий отделом по культурно-массовой работы,986.0
Заведующий отделом по тех средствам,1636.0
Специалист по жанрам творчества,811.0
Заведующий отделом по работе детьми подростками молодежью,640.0
Заведующий отделом по инновационной деятельности,1306.0
Заведующая киновидеоотделом,
Заведующий методическим отделом,
Ассистент режисера,1235.0
Руководитель музыкальной студии,645.0
Кассир -контролер,559.0
Заведующая дроновским,
Заведующая марковским,
Заведующая кульбакинским,
Заведующая сухиновским,
Заведующая коровяковским филиалом,
Заведующая будкинским,
Заведующая алексеевским,
Заведующая кобыльским филалом,
Заведуюая сергеевским,
Заведующая попово-лежачанским,
Заведующая нижне-мордокским,
Заведующая карыжским,
Заведующая ржавским,1137.0
Заведующая званновским,
Заведующая веселовским,
Заведующая ходяковским,
Истопник филиал елизаветовский сдк,689.0
Рабочий по уборке территорий,1427.0
Истопник филиала сухиновский сдк,
Директор филиал веселовский сдк,24.0
Сторож филиала дк теткино,384.0
Директор филиала алексеевский сдк,
Директор филиала сухиновский сдк,
Руковоитель любительского объеденения,1556.0
Режисер-постановщик,981.0
Истопник филиал кульбакинский сдк,689.0
Звукооператор филиала дк теткино,384.0
Кассир -вахтер,236.0
Аккомпониатор филиала дк теткино,384.0
Киномеханик филиала званновский сдк,1175.0
Директор филиала коровяковский сдк,
Уборщик служебных помещеий,1054.0
Директор филиала будкинский сдк,
Директор филиала дворца культуры теткино,
Директор филиала кульбакинский сдк,
Директор филиала нижне-мордокский сдк,
Директор филиала званновский сдк,
Киномеханик филиала дк теткино,384.0
Хормейстер филиала дк теткино,384.0
Хореограф филиала дк теткино,384.0
Директор филиала карыжский сдк,
Директор филиал елизаветовский сдк,24.0
Директор филиала дроновский сдк,
Директор филиала попово-лежачанского сдк,
Звукооператор филиала званновский сдк,1175.0
Директор филиала марковского сдк,
Директор филиала кобыльского сдк,
Истопник филиал карыжский сдк,689.0
Руководитель творческого коллектива,637.0
Делопроизводитель старший,549.0
Начальник отдела управления,480.0
Заместитель начальника отдела управлении,1380.0
Начальник отдела управлении,1380.0
Консультант секретарь комиссии,1242.0
Заместитель начальника еддс-старший дежурный оперативный,151.0
